,db nflId,db name,rc nflId,rc name,play epa,expected epa,epa delta
239,2539311,Jamie Collins,2552633,Jesse James,-5.230407,0.493,-5.723407
4691,2539243,Bradley McDougald,2552622,Chris Manhertz,-5.154129,-0.09,-5.064129
3118,2557945,Justin Evans,2558149,JuJu Smith-Schuster,-5.086896,0.332,-5.418896
1331,2558009,Budda Baker,497149,LeGarrette Blount,-5.078507,-0.43700000000000006,-4.641507
2154,2495343,Buster Skrine,497326,Golden Tate,-5.056464,-0.009000000000000001,-5.047464
1411,2555175,James Bradberry,2558127,Josh Malone,-5.044149,-1.6740000000000002,-3.3701489999999996
3926,2557920,Jourdan Lewis,2558019,Alvin Kamara,-5.032799,0.203,-5.235799
2925,2495281,Mason Foster,2540158,Zach Ertz,-5.023636,0.207,-5.230636
2760,2532946,Coty Sensabaugh,2507166,Ted Ginn,-5.020204,-0.077,-4.943204
3195,2555552,Ryan Smith,2560836,Dante Pettis,-4.883468,0.414,-5.297467999999999
2503,2556443,Sharrod Neasman,2508061,Antonio Brown,-4.882063,0.114,-4.9960629999999995
4797,2560760,Derwin James,2558207,Jonnu Smith,-4.881564,-0.042,-4.839564
532,2560966,Jerome Baker,2540232,Jack Doyle,-4.856421,-0.125,-4.731421
4465,2555349,Kendall Fuller,2553913,Tyrell Williams,-4.856183,0.486,-5.3421829999999995
2371,2560766,Taron Johnson,2557870,Taywan Taylor,-4.855131,0.019,-4.874131
447,496739,Reshad Jones,2556462,Robby Anderson,-4.843517,0.013999999999999999,-4.8575170000000005
31,2552689,Ronald Darby,2543468,Mike Evans,-4.816149,0.39799999999999996,-5.214149
21,79848,Malcolm Jenkins,2557856,O.J. Howard,-4.811643,0.589,-5.4006430000000005
3871,2555310,Jaylon Smith,2559153,Keelan Cole,-4.800732,-0.053,-4.747732
3377,2552488,Marcus Peters,1032,Jordy Nelson,-4.791244,0.17600000000000002,-4.967244
3429,2553536,Troy Hill,2539964,Marquise Goodwin,-4.76691,0.23600000000000002,-5.00291
349,2543811,Pierre Desir,2540165,DeAndre Hopkins,-4.757229,0.429,-5.186229
113,2558175,Nate Gerry,2552487,Amari Cooper,-4.750286,0.27899999999999997,-5.029286
4231,2560714,Duke Ejiofor,2552471,T.J. Yeldon,-4.73794,-0.171,-4.56694
4079,2543681,Kyle Fuller,2558049,Michael Roberts,-4.721674,-0.535,-4.186674
1544,2499257,Colin Jones,2506122,Benjamin Watson,-4.636036,0.41200000000000003,-5.048036
1574,2543470,Ha Ha Clinton-Dix,2540160,Jordan Reed,-4.596295,-0.14,-4.456295
919,2540143,Alec Ogletree,2560813,D.J. Moore,-4.594931,0.045,-4.639931
3757,2532848,Tashaun Gipson,2556444,Josh Perkins,-4.561432,-0.298,-4.263432
4246,496735,Kareem Jackson,2552399,Jeff Heuerman,-4.552014,-0.294,-4.258014
2876,2543470,Ha Ha Clinton-Dix,2540165,DeAndre Hopkins,-4.550877,0.429,-4.979877
4400,2555349,Kendall Fuller,497328,Demaryius Thomas,-4.546304,0.371,-4.917304
4588,2552312,Eric Kendricks,238498,Julian Edelman,-4.528228,0.13,-4.658228
4096,2543681,Kyle Fuller,2558194,Josh Reynolds,-4.501191,0.133,-4.634191
115,2558168,Rasul Douglas,2560735,Michael Gallup,-4.494085,0.11599999999999999,-4.610085
3210,2556456,Andrew Adams,2532978,Jarius Wright,-4.485642,0.043,-4.5286420000000005
3525,1302,Aqib Talib,2560761,Richie James,-4.461297,-0.381,-4.080297
902,2540143,Alec Ogletree,2533034,Lamar Miller,-4.440942,-0.35200000000000004,-4.088941999999999
203,2543720,Christian Kirksey,2552468,Maxx Williams,-4.422774,0.326,-4.748774
368,2543811,Pierre Desir,2543471,Kelvin Benjamin,-4.368373,-0.493,-3.875373
3212,2555552,Ryan Smith,2558066,Curtis Samuel,-4.335583,0.052000000000000005,-4.387582999999999
1177,2555277,Eli Apple,2552458,Devin Funchess,-4.30201,0.001,-4.3030100000000004
51,2557958,Sidney Jones,2557848,Corey Davis,-4.300911,0.214,-4.514911000000001
169,2555540,Derrick Kindred,2507166,Ted Ginn,-4.284834,-0.077,-4.207834
2373,2560766,Taron Johnson,2540279,Nick Williams,-4.284601,-0.39,-3.894601
2438,2539290,Jordan Poyer,238498,Julian Edelman,-4.255099,0.13,-4.385099
160,2556475,Briean Boddy-Calhoun,2552633,Jesse James,-4.24874,0.493,-4.74174
4378,2307,Orlando Scandrick,2561018,D.J. Chark,-4.23717,-0.498,-3.7391699999999997
3432,2558183,John Johnson,2558266,George Kittle,-4.229729,0.44,-4.669729
4340,2495251,Shareece Wright,2559153,Keelan Cole,-4.185763,-0.053,-4.132763
2616,496733,Joe Haden,1581,DeSean Jackson,-4.171726,0.207,-4.3787259999999995
1586,2560952,Jaire Alexander,2557863,Zay Jones,-4.116931,-0.109,-4.007931
4808,2560760,Derwin James,2558856,David Moore,-4.105469,0.254,-4.359469000000001
4196,496735,Kareem Jackson,2539336,Tavon Austin,-4.101491,0.187,-4.2884910000000005
180,2560916,Denzel Ward,2556462,Robby Anderson,-4.101384,0.013999999999999999,-4.115384000000001
2612,2556559,Mike Hilton,2558105,Chris Godwin,-4.0951,0.28600000000000003,-4.3811
2980,2558065,Adoree' Jackson,2495453,Andre Holmes,-4.093906,-0.013999999999999999,-4.079905999999999
226,2550164,T.J. Carrie,2553895,Adam Humphries,-4.049026,0.276,-4.325025999999999
3632,494307,Darian Stewart,2550521,Xavier Grimble,-4.013337,0.175,-4.188337
706,2558067,Marlon Humphrey,2543468,Mike Evans,-3.992703,0.39799999999999996,-4.390703
749,494287,Devin McCourty,2557895,Dede Westbrook,-3.955068,0.183,-4.138068
79,79848,Malcolm Jenkins,2559153,Keelan Cole,-3.909469,-0.053,-3.856469
4264,2543874,Andre Hal,2555343,Josh Doctson,-3.90783,-0.07,-3.8378300000000003
3690,494307,Darian Stewart,2540154,Keenan Allen,-3.906247,0.257,-4.163247
219,2543823,E.J. Gaines,2553913,Tyrell Williams,-3.872092,0.486,-4.358092
609,2540164,Tony Jefferson,2557859,Jake Butt,-3.865811,-1.385,-2.480811
2791,2532920,Josh Norman,2559248,Ricky Seals-Jones,-3.85887,-0.486,-3.37287
3198,2556456,Andrew Adams,2558266,George Kittle,-3.821392,0.44,-4.261392
191,2556475,Briean Boddy-Calhoun,2552487,Amari Cooper,-3.818753,0.27899999999999997,-4.097753
3738,2532848,Tashaun Gipson,2556214,Tyreek Hill,-3.811346,0.479,-4.2903459999999995
1118,2555277,Eli Apple,2540169,Robert Woods,-3.779614,0.447,-4.226614
1993,2539233,Shawn Williams,2540232,Jack Doyle,-3.771753,-0.125,-3.646753
2932,71423,Brian Orakpo,2555230,Kenyan Drake,-3.751283,0.013999999999999999,-3.7652829999999997
502,2539309,T.J. McDonald,2560810,Anthony Miller,-3.73226,0.299,-4.0312600000000005
4746,2560928,Kyzir White,2559159,Jason Croom,-3.731827,-0.35600000000000004,-3.375827
1432,2560753,Donte Jackson,2555295,Sterling Shepard,-3.713765,0.289,-4.002765
1595,2555161,Blake Martinez,2558918,Matt Breida,-3.705063,0.305,-4.010063
1284,2495504,Patrick Peterson,497322,Emmanuel Sanders,-3.686097,0.221,-3.9070970000000003
360,2543811,Pierre Desir,2556462,Robby Anderson,-3.680535,0.013999999999999999,-3.6945349999999997
430,2557961,Quincy Wilson,2557870,Taywan Taylor,-3.632439,0.019,-3.6514390000000003
720,2508107,Jimmy Smith,2555468,Rashard Higgins,-3.616103,0.489,-4.105103
2279,2553353,Darryl Roberts,2557863,Zay Jones,-3.604953,-0.109,-3.495953
2442,2557867,Tre'Davious White,2540202,Kenny Stills,-3.59991,0.384,-3.98391
2809,2532920,Josh Norman,2560907,Marquez Valdes-Scantling,-3.581817,0.12300000000000001,-3.7048170000000002
3476,2553536,Troy Hill,2552652,Chris Conley,-3.545685,0.077,-3.622685
3344,2561006,Marcell Harris,2559947,Phillip Lindsay,-3.522624,-0.191,-3.331624
3806,2555280,Jalen Ramsey,2557848,Corey Davis,-3.491839,0.214,-3.705839
621,2558248,Chuck Clark,2558149,JuJu Smith-Schuster,-3.490466,0.332,-3.822466
952,2532875,Janoris Jenkins,2558914,Kendrick Bourne,-3.485909,0.16699999999999998,-3.6529089999999997
4368,2530794,Ron Parker,2543683,Austin Seferian-Jenkins,-3.46936,0.075,-3.54436
3099,2555299,Vernon Hargreaves III,2556370,Michael Thomas,-3.433201,0.6,-4.033201
2196,2533059,Morris Claiborne,497322,Emmanuel Sanders,-3.421154,0.221,-3.642154
2378,2539240,Micah Hyde,2541316,Ryan Griffin,-3.41568,-0.006,-3.4096800000000003
4880,2557927,Desmond King,2559485,River Cracraft,-3.412723,-0.418,-2.994723
2569,2556445,Brian Poole,2506106,Larry Fitzgerald,-3.366952,0.023,-3.389952
292,2555166,Joe Schobert,2561002,DaeSean Hamilton,-3.363343,0.064,-3.427343
2788,2495281,Mason Foster,2559248,Ricky Seals-Jones,-3.360272,-0.486,-2.8742720000000004
395,2552386,Clayton Geathers,2560994,Mike Gesicki,-3.354674,0.034,-3.388674
4289,496735,Kareem Jackson,2558877,Zach Pascal,-3.323961,-0.07,-3.2539610000000003
4312,2543501,Aaron Colvin,2556462,Robby Anderson,-3.31544,0.013999999999999999,-3.32944
1852,2557855,Jarrad Davis,2559270,Robert Tonyan,-3.306313,0.768,-4.074313
3912,2555531,Anthony Brown,2560847,Trey Quinn,-3.300465,-0.08,-3.220465
3985,2543681,Kyle Fuller,2558208,Chad Williams,-3.290143,-0.38,-2.910143
4561,2552312,Eric Kendricks,2550617,Taylor Gabriel,-3.258472,0.26,-3.518472
4530,2555177,Mackensie Alexander,2506106,Larry Fitzgerald,-3.25174,0.023,-3.27474
4459,2552265,Steven Nelson,2553913,Tyrell Williams,-3.238632,0.486,-3.7246319999999997
288,2560964,Genard Avery,2552458,Devin Funchess,-3.222908,0.001,-3.2239079999999998
1726,2540288,Darius Slay,2552424,Phillip Dorsett,-3.21971,0.16399999999999998,-3.38371
4044,2543681,Kyle Fuller,2543471,Kelvin Benjamin,-3.218747,-0.493,-2.725747
3116,2532828,Lavonte David,2559150,Corey Clement,-3.19357,-0.006999999999999999,-3.1865699999999997
4860,2541958,Jahleel Addae,71269,Michael Crabtree,-3.124135,-0.079,-3.0451349999999997
3585,494307,Darian Stewart,2543498,Brandin Cooks,-3.116455,0.49200000000000005,-3.608455
4285,2540180,Tyrann Mathieu,2557986,David Njoku,-3.111329,0.002,-3.113329
1479,2560753,Donte Jackson,1581,DeSean Jackson,-3.068232,0.207,-3.275232
255,2555166,Joe Schobert,2558023,Eric Saubert,-3.053629,-0.981,-2.072629
544,2555539,Xavien Howard,2495139,Charles Clay,-3.022115,-0.498,-2.524115
2758,2555386,Sean Davis,238498,Julian Edelman,-3.012557,0.13,-3.142557
13,2558168,Rasul Douglas,2495454,Julio Jones,-2.997589,0.402,-3.399589
1265,2543855,Bene' Benwikere,2558912,Victor Bolden,-2.983193,-1.052,-1.931193
3076,2539320,Kenny Vaccaro,2555343,Josh Doctson,-2.920104,-0.07,-2.850104
4152,2552490,Benardrick McKinney,497240,Rob Gronkowski,-2.906804,0.39899999999999997,-3.305804
2907,2495281,Mason Foster,2541944,Russell Shepard,-2.90106,0.14300000000000002,-3.04406
1444,2506352,Thomas Davis,2540160,Jordan Reed,-2.900185,-0.14,-2.760185
541,2555539,Xavien Howard,2543471,Kelvin Benjamin,-2.88639,-0.493,-2.39339
4810,2557927,Desmond King,2495159,Dwayne Harris,-2.881299,-0.467,-2.4142989999999998
1763,2550572,Christian Jones,2555289,Nick Vannett,-2.87916,0.198,-3.07716
186,2555166,Joe Schobert,71265,Jared Cook,-2.877865,0.22699999999999998,-3.1048649999999998
1610,2543571,Bashaud Breeland,2537931,Josh Gordon,-2.875184,0.544,-3.419184
1197,2552484,P.J. Williams,2558149,JuJu Smith-Schuster,-2.849395,0.332,-3.1813949999999998
261,2557980,Jabrill Peppers,2555331,Cody Core,-2.839636,0.018000000000000002,-2.857636
4233,2495872,Johnathan Joseph,2561018,D.J. Chark,-2.828826,-0.498,-2.330826
4788,2541958,Jahleel Addae,2543488,Jarvis Landry,-2.823002,-0.036000000000000004,-2.7870019999999998
474,2552434,Bobby McCain,2552424,Phillip Dorsett,-2.822581,0.16399999999999998,-2.986581
376,2552386,Clayton Geathers,497302,Brandon LaFell,-2.809708,0.466,-3.2757080000000003
1403,2560753,Donte Jackson,2558010,John Ross,-2.807907,-0.3,-2.5079070000000003
4142,2540180,Tyrann Mathieu,2543773,James White,-2.781928,0.096,-2.8779280000000003
1386,2560753,Donte Jackson,2534436,Deonte Thompson,-2.775717,-0.125,-2.650717
435,496739,Reshad Jones,2557848,Corey Davis,-2.768903,0.214,-2.982903
718,2558067,Marlon Humphrey,2532790,Travis Benjamin,-2.74369,-0.146,-2.59769
1175,2558061,Marshon Lattimore,2543468,Mike Evans,-2.727985,0.39799999999999996,-3.125985
3899,2541832,Jeff Heath,2540158,Zach Ertz,-2.723084,0.207,-2.930084
410,2560789,Darius Leonard,2535698,Cole Beasley,-2.722758,0.435,-3.157758
835,2533062,Stephon Gilmore,2556462,Robby Anderson,-2.721436,0.013999999999999999,-2.735436
1587,2506789,Tramon Williams,2543471,Kelvin Benjamin,-2.711761,-0.493,-2.218761
1831,71441,Glover Quin,2559248,Ricky Seals-Jones,-2.693052,-0.486,-2.207052
2782,2532946,Coty Sensabaugh,2558127,Josh Malone,-2.690676,-1.6740000000000002,-1.0166759999999997
1421,2555175,James Bradberry,2543496,Odell Beckham Jr.,-2.661562,0.305,-2.966562
1473,2499257,Colin Jones,2556508,Alan Cross,-2.651969,-0.319,-2.332969
728,2495775,Eric Weddle,2552461,Duke Johnson,-2.634208,0.239,-2.873208
2987,2540162,Logan Ryan,2550256,Willie Snead,-2.596555,0.061,-2.657555
4139,2552385,Adrian Amos,2552608,Stefon Diggs,-2.571907,-0.02,-2.551907
1988,2495153,Marcus Gilchrist,2560888,Courtland Sutton,-2.526432,0.162,-2.6884319999999997
520,2552434,Bobby McCain,2543828,Quincy Enunwa,-2.422979,-0.051,-2.371979
424,2558976,Kenny Moore II,2550198,Bennie Fowler,-2.418736,0.266,-2.684736
4105,2558176,Eddie Jackson,2540169,Robert Woods,-2.387956,0.447,-2.834956
852,2533062,Stephon Gilmore,2555214,Laquon Treadwell,-2.386026,-0.14300000000000002,-2.2430260000000004
3501,2540197,Nickell Robey-Coleman,2550617,Taylor Gabriel,-2.349703,0.26,-2.6097029999999997
3255,2560917,Fred Warner,2540020,Theo Riddick,-2.34356,-0.226,-2.11756
3901,2560908,Leighton Vander Esch,497326,Golden Tate,-2.339177,-0.009000000000000001,-2.330177
2818,2532920,Josh Norman,2552458,Devin Funchess,-2.322336,0.001,-2.323336
1138,2558061,Marshon Lattimore,2533039,Alshon Jeffery,-2.275319,0.507,-2.782319
1225,2495504,Patrick Peterson,2543498,Brandin Cooks,-2.272303,0.49200000000000005,-2.764303
1140,2541192,Chris Banjo,497326,Golden Tate,-2.264271,-0.009000000000000001,-2.255271
4644,2532966,Bobby Wagner,2557898,Cooper Kupp,-2.202397,0.599,-2.8013969999999997
2037,2560970,Jessie Bates,2540202,Kenny Stills,-2.187315,0.384,-2.571315
2527,2539334,Desmond Trufant,2543491,Paul Richardson,-2.181902,0.322,-2.503902
1415,2560753,Donte Jackson,2558010,John Ross,-2.159893,-0.3,-1.8598929999999998
3113,2532828,Lavonte David,2540158,Zach Ertz,-2.134303,0.207,-2.341303
1467,2555175,James Bradberry,2552631,Javorius Allen,-2.07821,-0.022000000000000002,-2.05621
4075,2532961,Danny Trevathan,2540020,Theo Riddick,-2.074565,-0.226,-1.8485650000000002
1395,2555175,James Bradberry,2495454,Julio Jones,-2.004839,0.402,-2.406839
3046,2555158,Kevin Byard,2560738,Chris Herndon,-1.848732,0.16,-2.008732
182,2543637,Terrance Mitchell,2556462,Robby Anderson,-1.826802,0.013999999999999999,-1.840802
1320,2540170,David Amerson,2560907,Marquez Valdes-Scantling,-1.785621,0.12300000000000001,-1.908621
4567,2540155,Xavier Rhodes,2535964,Josh Bellamy,-1.784004,-0.42100000000000004,-1.3630039999999999
2950,2558065,Adoree' Jackson,2543614,Donte Moncrief,-1.783639,0.05,-1.833639
2247,2495343,Buster Skrine,2531332,Terrelle Pryor,-1.782571,0.0,-1.782571
3664,2550930,Todd Davis,2560836,Dante Pettis,-1.782569,0.414,-2.196569
2165,2532877,Trumaine Johnson,2550272,Albert Wilson,-1.782245,0.159,-1.941245
3780,2541162,A.J. Bouye,2557863,Zay Jones,-1.781132,-0.109,-1.672132
946,2552454,Landon Collins,2540160,Jordan Reed,-1.780857,-0.14,-1.640857
1963,2559054,Nicholas Morrow,2558149,JuJu Smith-Schuster,-1.780486,0.332,-2.112486
4866,2560760,Derwin James,2560747,Hayden Hurst,-1.780244,0.057999999999999996,-1.838244
3148,2532828,Lavonte David,2555415,Austin Hooper,-1.779786,0.23399999999999999,-2.013786
197,2539311,Jamie Collins,2543847,John Brown,-1.778669,0.168,-1.946669
2952,2558065,Adoree' Jackson,2559153,Keelan Cole,-1.777375,-0.053,-1.724375
771,494287,Devin McCourty,2560742,Nyheim Hines,-1.774781,0.071,-1.845781
1593,2506789,Tramon Williams,2558914,Kendrick Bourne,-1.77477,0.16699999999999998,-1.94177
1718,71441,Glover Quin,2530515,Chris Hogan,-1.774134,0.40700000000000003,-2.181134
2084,2558982,Hardy Nickerson,2550256,Willie Snead,-1.773854,0.061,-1.834854
365,2557961,Quincy Wilson,2495139,Charles Clay,-1.773813,-0.498,-1.275813
2307,2553657,Neville Hewitt,2543773,James White,-1.77362,0.096,-1.86962
144,2560795,Avonte Maddox,497328,Demaryius Thomas,-1.772771,0.371,-2.143771
422,2543811,Pierre Desir,2555295,Sterling Shepard,-1.771853,0.289,-2.060853
2637,496733,Joe Haden,71269,Michael Crabtree,-1.770772,-0.079,-1.691772
2610,2543643,Nat Berhe,2558105,Chris Godwin,-1.7704,0.28600000000000003,-2.0564
2917,2495281,Mason Foster,2557848,Corey Davis,-1.770268,0.214,-1.984268
4091,2558176,Eddie Jackson,2540169,Robert Woods,-1.769458,0.447,-2.216458
1969,2555394,Daryl Worley,2560920,James Washington,-1.768671,0.003,-1.771671
1937,2507167,Reggie Nelson,2553913,Tyrell Williams,-1.767287,0.486,-2.2532870000000003
2267,2532877,Trumaine Johnson,2553896,Darius Jennings,-1.766331,-0.316,-1.450331
1182,2558061,Marshon Lattimore,2540215,Vance McDonald,-1.765897,0.258,-2.023897
4308,2560851,Justin Reid,2561137,Trenton Cannon,-1.765896,-0.376,-1.3898959999999998
3723,494259,Barry Church,2495328,Bilal Powell,-1.764893,-0.69,-1.074893
3202,2555552,Ryan Smith,2558066,Curtis Samuel,-1.763528,0.052000000000000005,-1.815528
3689,2555550,Justin Simmons,2540154,Keenan Allen,-1.763462,0.257,-2.020462
1135,2555277,Eli Apple,2543500,Jordan Matthews,-1.762892,0.46799999999999997,-2.230892
4141,496735,Kareem Jackson,2543773,James White,-1.762229,0.096,-1.8582290000000001
3354,2561006,Marcell Harris,2543509,Allen Robinson,-1.760903,0.285,-2.045903
2431,2507817,Rafael Bush,2543836,T.J. Jones,-1.759067,0.10400000000000001,-1.863067
2429,2535867,Julian Stanford,2540020,Theo Riddick,-1.755821,-0.226,-1.529821
2547,2539334,Desmond Trufant,2561224,Keith Kirkwood,-1.753933,0.506,-2.259933
3981,2495108,Prince Amukamara,2559248,Ricky Seals-Jones,-1.753019,-0.486,-1.2670190000000001
1137,2552484,P.J. Williams,497326,Golden Tate,-1.752931,-0.009000000000000001,-1.7439310000000001
536,2560725,Minkah Fitzpatrick,2560729,Robert Foster,-1.748185,0.747,-2.495185
4061,2543681,Kyle Fuller,2552608,Stefon Diggs,-1.747517,-0.02,-1.727517
3669,2507917,Tramaine Brock,2560988,Antonio Callaway,-1.744529,-0.061,-1.683529
1668,2560952,Jaire Alexander,2543509,Allen Robinson,-1.743885,0.285,-2.028885
4785,2558182,Rayshawn Jenkins,2543488,Jarvis Landry,-1.743461,-0.036000000000000004,-1.707461
3277,2558971,Greg Mabin,2540154,Keenan Allen,-1.743226,0.257,-2.000226
3687,2555550,Justin Simmons,1032,Jordy Nelson,-1.743206,0.17600000000000002,-1.919206
2334,2560713,Tremaine Edmunds,2560957,Mark Andrews,-1.740273,0.759,-2.499273
1581,2560952,Jaire Alexander,79607,LeSean McCoy,-1.739679,-0.17600000000000002,-1.563679
3755,494259,Barry Church,2533034,Lamar Miller,-1.739373,-0.35200000000000004,-1.387373
2159,2557979,Jamal Adams,2552580,A.J. Derby,-1.737515,0.608,-2.345515
1002,2561001,Grant Haley,2552415,Jamison Crowder,-1.73744,0.1,-1.8374400000000002
2957,2558065,Adoree' Jackson,2552600,Nelson Agholor,-1.736316,0.204,-1.940316
4222,2495872,Johnathan Joseph,2561018,D.J. Chark,-1.734873,-0.498,-1.2368730000000001
1031,2539338,B.W. Webb,2560735,Michael Gallup,-1.734146,0.11599999999999999,-1.850146
688,2558067,Marlon Humphrey,2556214,Tyreek Hill,-1.733989,0.479,-2.212989
2219,2553353,Darryl Roberts,2552608,Stefon Diggs,-1.733613,-0.02,-1.713613
4745,2550842,Adrian Phillips,2495453,Andre Holmes,-1.73265,-0.013999999999999999,-1.71865
3188,2556934,Javien Elliott,2558266,George Kittle,-1.731957,0.44,-2.171957
1797,2552262,Quandre Diggs,2557889,Gerald Everett,-1.731403,0.21,-1.941403
2595,2560712,Terrell Edmunds,2557986,David Njoku,-1.731358,0.002,-1.733358
179,2560916,Denzel Ward,2532887,Jermaine Kearse,-1.730828,-0.17800000000000002,-1.552828
3301,2550654,K'Waun Williams,2506106,Larry Fitzgerald,-1.729461,0.023,-1.7524609999999998
4020,2495108,Prince Amukamara,2537931,Josh Gordon,-1.726926,0.544,-2.2709260000000002
828,89756,Jason McCourty,2555317,Tajae Sharpe,-1.725661,0.146,-1.8716609999999998
3225,2532828,Lavonte David,71269,Michael Crabtree,-1.725599,-0.079,-1.6465990000000001
4172,2495872,Johnathan Joseph,2543590,Cody Latimer,-1.725219,0.45299999999999996,-2.178219
3829,2555531,Anthony Brown,2532978,Jarius Wright,-1.723967,0.043,-1.766967
2748,2532946,Coty Sensabaugh,2543773,James White,-1.72195,0.096,-1.8179500000000002
